model_name,layer,task,position_pct,correct,total,accuracy
Qwen/Qwen2.5-1.5B-Instruct,0,gender,72.5,69707,134178,0.51951
Qwen/Qwen2.5-1.5B-Instruct,0,gender,77.5,70005,135079,0.51825
Qwen/Qwen2.5-1.5B-Instruct,0,gender,82.5,70175,135700,0.51713
Qwen/Qwen2.5-1.5B-Instruct,0,gender,87.5,69550,134527,0.517
Qwen/Qwen2.5-1.5B-Instruct,0,gender,92.5,70265,135273,0.51943
Qwen/Qwen2.5-1.5B-Instruct,0,gender,97.5,67174,130028,0.51661
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,2.5,12369,139495,0.08867
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,7.5,12001,134717,0.08908
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,12.5,11977,135083,0.08866
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,17.5,12054,134169,0.08984
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,22.5,12165,134610,0.09037
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,27.5,12107,135622,0.08927
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,32.5,12276,135135,0.09084
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,37.5,12011,134154,0.08953
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,42.5,12074,135617,0.08903
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,47.5,12063,132632,0.09095
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,52.5,12225,137149,0.08914
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,57.5,11813,134086,0.0881
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,62.5,12232,135685,0.09015
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,67.5,12076,134579,0.08973
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,72.5,11952,134178,0.08908
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,77.5,12144,135079,0.0899
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,82.5,12375,135700,0.09119
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,87.5,12195,134527,0.09065
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,92.5,12127,135273,0.08965
Qwen/Qwen2.5-1.5B-Instruct,0,star_sign,97.5,11954,130028,0.09193
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,2.5,56690,139495,0.40639
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,7.5,58120,134717,0.43142
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,12.5,59150,135083,0.43788
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,17.5,59309,134169,0.44205
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,22.5,59596,134610,0.44273
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,27.5,59888,135622,0.44158
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,32.5,60039,135135,0.44429
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,37.5,59486,134154,0.44342
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,42.5,60282,135617,0.4445
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,47.5,59104,132632,0.44562
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,52.5,60560,137149,0.44156
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,57.5,59362,134086,0.44272
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,62.5,60180,135685,0.44353
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,67.5,59760,134579,0.44405
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,72.5,59272,134178,0.44174
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,77.5,59874,135079,0.44325
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,82.5,60038,135700,0.44243
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,87.5,59900,134527,0.44526
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,92.5,60469,135273,0.44701
Qwen/Qwen2.5-1.5B-Instruct,4,age_bin,97.5,57563,130028,0.4427
Qwen/Qwen2.5-1.5B-Instruct,4,gender,2.5,73719,139495,0.52847
Qwen/Qwen2.5-1.5B-Instruct,4,gender,7.5,73056,134717,0.54229
Qwen/Qwen2.5-1.5B-Instruct,4,gender,12.5,73996,135083,0.54778
Qwen/Qwen2.5-1.5B-Instruct,4,gender,17.5,73771,134169,0.54984
Qwen/Qwen2.5-1.5B-Instruct,4,gender,22.5,73829,134610,0.54847
Qwen/Qwen2.5-1.5B-Instruct,4,gender,27.5,74540,135622,0.54962
Qwen/Qwen2.5-1.5B-Instruct,4,gender,32.5,74795,135135,0.55348
Qwen/Qwen2.5-1.5B-Instruct,4,gender,37.5,74245,134154,0.55343
Qwen/Qwen2.5-1.5B-Instruct,4,gender,42.5,75036,135617,0.55329
Qwen/Qwen2.5-1.5B-Instruct,4,gender,47.5,73685,132632,0.55556
Qwen/Qwen2.5-1.5B-Instruct,4,gender,52.5,75731,137149,0.55218
Qwen/Qwen2.5-1.5B-Instruct,4,gender,57.5,74440,134086,0.55517
Qwen/Qwen2.5-1.5B-Instruct,4,gender,62.5,75274,135685,0.55477
Qwen/Qwen2.5-1.5B-Instruct,4,gender,67.5,74618,134579,0.55446
Qwen/Qwen2.5-1.5B-Instruct,4,gender,72.5,74611,134178,0.55606
Qwen/Qwen2.5-1.5B-Instruct,4,gender,77.5,75256,135079,0.55713
Qwen/Qwen2.5-1.5B-Instruct,4,gender,82.5,75321,135700,0.55506
Qwen/Qwen2.5-1.5B-Instruct,4,gender,87.5,74760,134527,0.55572
Qwen/Qwen2.5-1.5B-Instruct,4,gender,92.5,75490,135273,0.55806
Qwen/Qwen2.5-1.5B-Instruct,4,gender,97.5,72485,130028,0.55746
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,2.5,11685,139495,0.08377
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,7.5,11412,134717,0.08471
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,12.5,11349,135083,0.08402
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,17.5,11133,134169,0.08298
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,22.5,11464,134610,0.08516
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,27.5,11571,135622,0.08532
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,32.5,11533,135135,0.08534
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,37.5,11304,134154,0.08426
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,42.5,11459,135617,0.0845
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,47.5,11194,132632,0.0844
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,52.5,11678,137149,0.08515
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,57.5,11337,134086,0.08455
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,62.5,11396,135685,0.08399
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,67.5,11559,134579,0.08589
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,72.5,11235,134178,0.08373
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,77.5,11149,135079,0.08254
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,82.5,11466,135700,0.0845
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,87.5,11174,134527,0.08306
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,92.5,11279,135273,0.08338
Qwen/Qwen2.5-1.5B-Instruct,4,star_sign,97.5,10909,130028,0.0839
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,2.5,58010,139495,0.41586
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,7.5,60575,134717,0.44965
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,12.5,62000,135083,0.45898
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,17.5,62378,134169,0.46492
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,22.5,62836,134610,0.4668
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,27.5,64247,135622,0.47372
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,32.5,64744,135135,0.47911
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,37.5,64432,134154,0.48028
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,42.5,64642,135617,0.47665
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,47.5,63862,132632,0.4815
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,52.5,65242,137149,0.4757
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,57.5,64600,134086,0.48178
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,62.5,65308,135685,0.48132
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,67.5,64797,134579,0.48148
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,72.5,64514,134178,0.48081
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,77.5,65256,135079,0.4831
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,82.5,65595,135700,0.48338
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,87.5,65199,134527,0.48465
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,92.5,65715,135273,0.4858
Qwen/Qwen2.5-1.5B-Instruct,8,age_bin,97.5,63164,130028,0.48577
Qwen/Qwen2.5-1.5B-Instruct,8,gender,2.5,74509,139495,0.53413
Qwen/Qwen2.5-1.5B-Instruct,8,gender,7.5,74638,134717,0.55404
Qwen/Qwen2.5-1.5B-Instruct,8,gender,12.5,75774,135083,0.56094
Qwen/Qwen2.5-1.5B-Instruct,8,gender,17.5,75693,134169,0.56416
Qwen/Qwen2.5-1.5B-Instruct,8,gender,22.5,76814,134610,0.57064
Qwen/Qwen2.5-1.5B-Instruct,8,gender,27.5,77326,135622,0.57016
Qwen/Qwen2.5-1.5B-Instruct,8,gender,32.5,77669,135135,0.57475
Qwen/Qwen2.5-1.5B-Instruct,8,gender,37.5,77400,134154,0.57695
Qwen/Qwen2.5-1.5B-Instruct,8,gender,42.5,78177,135617,0.57645
Qwen/Qwen2.5-1.5B-Instruct,8,gender,47.5,76864,132632,0.57953
Qwen/Qwen2.5-1.5B-Instruct,8,gender,52.5,79212,137149,0.57756
Qwen/Qwen2.5-1.5B-Instruct,8,gender,57.5,78083,134086,0.58234
Qwen/Qwen2.5-1.5B-Instruct,8,gender,62.5,78557,135685,0.57897
Qwen/Qwen2.5-1.5B-Instruct,8,gender,67.5,77881,134579,0.5787
Qwen/Qwen2.5-1.5B-Instruct,8,gender,72.5,77659,134178,0.57878
Qwen/Qwen2.5-1.5B-Instruct,8,gender,77.5,78887,135079,0.58401
Qwen/Qwen2.5-1.5B-Instruct,8,gender,82.5,78881,135700,0.58129
Qwen/Qwen2.5-1.5B-Instruct,8,gender,87.5,78163,134527,0.58102
Qwen/Qwen2.5-1.5B-Instruct,8,gender,92.5,78884,135273,0.58315
Qwen/Qwen2.5-1.5B-Instruct,8,gender,97.5,75463,130028,0.58036
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,2.5,11621,139495,0.08331
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,7.5,11687,134717,0.08675
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,12.5,11253,135083,0.0833
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,17.5,11239,134169,0.08377
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,22.5,11418,134610,0.08482
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,27.5,11459,135622,0.08449
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,32.5,11522,135135,0.08526
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,37.5,11520,134154,0.08587
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,42.5,11602,135617,0.08555
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,47.5,11305,132632,0.08524
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,52.5,11669,137149,0.08508
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,57.5,11475,134086,0.08558
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,62.5,11464,135685,0.08449
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,67.5,11079,134579,0.08232
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,72.5,11630,134178,0.08668
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,77.5,11561,135079,0.08559
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,82.5,11567,135700,0.08524
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,87.5,11392,134527,0.08468
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,92.5,11690,135273,0.08642
Qwen/Qwen2.5-1.5B-Instruct,8,star_sign,97.5,10631,130028,0.08176
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,2.5,60440,139495,0.43328
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,7.5,63218,134717,0.46927
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,12.5,64494,135083,0.47744
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,17.5,64669,134169,0.482
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,22.5,65388,134610,0.48576
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,27.5,66549,135622,0.49069
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,32.5,66086,135135,0.48904
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,37.5,65931,134154,0.49146
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,42.5,66911,135617,0.49338
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,47.5,66126,132632,0.49857
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,52.5,68557,137149,0.49987
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,57.5,66573,134086,0.49649
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,62.5,67835,135685,0.49994
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,67.5,67328,134579,0.50029
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,72.5,67225,134178,0.50101
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,77.5,67832,135079,0.50217
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,82.5,68002,135700,0.50112
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,87.5,67548,134527,0.50211
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,92.5,67830,135273,0.50143
Qwen/Qwen2.5-1.5B-Instruct,12,age_bin,97.5,65140,130028,0.50097
Qwen/Qwen2.5-1.5B-Instruct,12,gender,2.5,75355,139495,0.5402
Qwen/Qwen2.5-1.5B-Instruct,12,gender,7.5,76039,134717,0.56444
Qwen/Qwen2.5-1.5B-Instruct,12,gender,12.5,76639,135083,0.56735
Qwen/Qwen2.5-1.5B-Instruct,12,gender,17.5,77292,134169,0.57608
Qwen/Qwen2.5-1.5B-Instruct,12,gender,22.5,78303,134610,0.5817
Qwen/Qwen2.5-1.5B-Instruct,12,gender,27.5,78669,135622,0.58006
Qwen/Qwen2.5-1.5B-Instruct,12,gender,32.5,78766,135135,0.58287
Qwen/Qwen2.5-1.5B-Instruct,12,gender,37.5,78450,134154,0.58478
Qwen/Qwen2.5-1.5B-Instruct,12,gender,42.5,79651,135617,0.58732
Qwen/Qwen2.5-1.5B-Instruct,12,gender,47.5,77997,132632,0.58807
Qwen/Qwen2.5-1.5B-Instruct,12,gender,52.5,80261,137149,0.58521
Qwen/Qwen2.5-1.5B-Instruct,12,gender,57.5,78960,134086,0.58888
Qwen/Qwen2.5-1.5B-Instruct,12,gender,62.5,79405,135685,0.58522
Qwen/Qwen2.5-1.5B-Instruct,12,gender,67.5,78981,134579,0.58687
Qwen/Qwen2.5-1.5B-Instruct,12,gender,72.5,79499,134178,0.59249
Qwen/Qwen2.5-1.5B-Instruct,12,gender,77.5,79669,135079,0.5898
Qwen/Qwen2.5-1.5B-Instruct,12,gender,82.5,80106,135700,0.59032
Qwen/Qwen2.5-1.5B-Instruct,12,gender,87.5,79276,134527,0.58929
Qwen/Qwen2.5-1.5B-Instruct,12,gender,92.5,80284,135273,0.5935
Qwen/Qwen2.5-1.5B-Instruct,12,gender,97.5,76996,130028,0.59215
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,2.5,11414,139495,0.08182
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,7.5,11449,134717,0.08499
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,12.5,11604,135083,0.0859
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,17.5,11574,134169,0.08626
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,22.5,11428,134610,0.0849
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,27.5,11674,135622,0.08608
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,32.5,11463,135135,0.08483
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,37.5,11582,134154,0.08633
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,42.5,11723,135617,0.08644
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,47.5,11423,132632,0.08613
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,52.5,11915,137149,0.08688
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,57.5,11646,134086,0.08685
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,62.5,11806,135685,0.08701
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,67.5,11386,134579,0.0846
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,72.5,11521,134178,0.08586
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,77.5,11423,135079,0.08457
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,82.5,11455,135700,0.08441
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,87.5,11447,134527,0.08509
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,92.5,11605,135273,0.08579
Qwen/Qwen2.5-1.5B-Instruct,12,star_sign,97.5,11287,130028,0.0868
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,2.5,60698,139495,0.43513
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,7.5,62758,134717,0.46585
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,12.5,63798,135083,0.47229
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,17.5,64426,134169,0.48019
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,22.5,64617,134610,0.48003
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,27.5,65508,135622,0.48302
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,32.5,65497,135135,0.48468
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,37.5,65001,134154,0.48453
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,42.5,65880,135617,0.48578
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,47.5,64761,132632,0.48828
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,52.5,66901,137149,0.4878
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,57.5,65283,134086,0.48687
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,62.5,66619,135685,0.49098
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,67.5,65810,134579,0.48901
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,72.5,65538,134178,0.48844
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,77.5,66242,135079,0.49039
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,82.5,66825,135700,0.49245
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,87.5,66121,134527,0.49151
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,92.5,66675,135273,0.49289
Qwen/Qwen2.5-1.5B-Instruct,16,age_bin,97.5,64491,130028,0.49598
Qwen/Qwen2.5-1.5B-Instruct,16,gender,2.5,76009,139495,0.54489
Qwen/Qwen2.5-1.5B-Instruct,16,gender,7.5,75294,134717,0.5589
Qwen/Qwen2.5-1.5B-Instruct,16,gender,12.5,75769,135083,0.56091
Qwen/Qwen2.5-1.5B-Instruct,16,gender,17.5,76005,134169,0.56649
Qwen/Qwen2.5-1.5B-Instruct,16,gender,22.5,76665,134610,0.56953
Qwen/Qwen2.5-1.5B-Instruct,16,gender,27.5,77553,135622,0.57183
Qwen/Qwen2.5-1.5B-Instruct,16,gender,32.5,77730,135135,0.5752
Qwen/Qwen2.5-1.5B-Instruct,16,gender,37.5,77120,134154,0.57486
Qwen/Qwen2.5-1.5B-Instruct,16,gender,42.5,78115,135617,0.576
Qwen/Qwen2.5-1.5B-Instruct,16,gender,47.5,76593,132632,0.57749
Qwen/Qwen2.5-1.5B-Instruct,16,gender,52.5,79568,137149,0.58016
Qwen/Qwen2.5-1.5B-Instruct,16,gender,57.5,77703,134086,0.5795
Qwen/Qwen2.5-1.5B-Instruct,16,gender,62.5,78359,135685,0.57751
Qwen/Qwen2.5-1.5B-Instruct,16,gender,67.5,78138,134579,0.58061
Qwen/Qwen2.5-1.5B-Instruct,16,gender,72.5,78070,134178,0.58184
Qwen/Qwen2.5-1.5B-Instruct,16,gender,77.5,79183,135079,0.5862
Qwen/Qwen2.5-1.5B-Instruct,16,gender,82.5,79419,135700,0.58525
Qwen/Qwen2.5-1.5B-Instruct,16,gender,87.5,78547,134527,0.58388
Qwen/Qwen2.5-1.5B-Instruct,16,gender,92.5,79065,135273,0.58448
Qwen/Qwen2.5-1.5B-Instruct,16,gender,97.5,76148,130028,0.58563
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,2.5,11956,139495,0.08571
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,7.5,11439,134717,0.08491
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,12.5,11129,135083,0.08239
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,17.5,11301,134169,0.08423
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,22.5,11237,134610,0.08348
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,27.5,11287,135622,0.08322
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,32.5,11401,135135,0.08437
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,37.5,11131,134154,0.08297
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,42.5,11276,135617,0.08315
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,47.5,11265,132632,0.08493
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,52.5,11535,137149,0.08411
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,57.5,11336,134086,0.08454
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,62.5,11740,135685,0.08652
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,67.5,11442,134579,0.08502
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,72.5,11102,134178,0.08274
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,77.5,11342,135079,0.08397
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,82.5,11526,135700,0.08494
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,87.5,11175,134527,0.08307
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,92.5,11347,135273,0.08388
Qwen/Qwen2.5-1.5B-Instruct,16,star_sign,97.5,11051,130028,0.08499
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,2.5,62165,139495,0.44564
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,7.5,66401,134717,0.49289
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,12.5,69174,135083,0.51209
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,17.5,69237,134169,0.51604
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,22.5,70502,134610,0.52375
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,27.5,71999,135622,0.53088
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,32.5,72358,135135,0.53545
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,37.5,72673,134154,0.54171
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,42.5,73548,135617,0.54232
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,47.5,72409,132632,0.54594
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,52.5,75022,137149,0.54701
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,57.5,73872,134086,0.55093
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,62.5,74741,135685,0.55084
Qwen/Qwen2.5-1.5B-Instruct,20,age_bin,67.5,74579,134579,0.55417
