model_name,layer,task,position_pct,correct,total,accuracy
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,2.5,53804,152573,0.35264
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,7.5,57067,147619,0.38658
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,12.5,61278,148031,0.41395
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,17.5,62685,147210,0.42582
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,22.5,63488,147601,0.43013
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,27.5,64497,148556,0.43416
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,32.5,64776,148122,0.43732
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,37.5,64165,147101,0.4362
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,42.5,65264,148603,0.43918
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,47.5,63781,145587,0.4381
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,52.5,66078,150118,0.44017
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,57.5,64448,147130,0.43803
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,62.5,65075,148574,0.438
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,67.5,64909,147649,0.43962
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,72.5,64261,147016,0.4371
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,77.5,64898,148141,0.43808
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,82.5,65191,148683,0.43846
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,87.5,64933,147558,0.44005
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,92.5,65643,148092,0.44326
Qwen/Qwen2.5-1.5B-Instruct_chat,4,age_bin,97.5,63164,143105,0.44138
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,2.5,74062,152573,0.48542
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,7.5,75355,147619,0.51047
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,12.5,78195,148031,0.52823
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,17.5,79148,147210,0.53765
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,22.5,80203,147601,0.54338
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,27.5,80731,148556,0.54344
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,32.5,80821,148122,0.54564
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,37.5,80856,147101,0.54966
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,42.5,81320,148603,0.54723
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,47.5,79725,145587,0.54761
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,52.5,82411,150118,0.54897
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,57.5,80843,147130,0.54947
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,62.5,82089,148574,0.55251
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,67.5,81200,147649,0.54995
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,72.5,81139,147016,0.55191
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,77.5,81918,148141,0.55297
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,82.5,82128,148683,0.55237
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,87.5,81324,147558,0.55113
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,92.5,81926,148092,0.55321
Qwen/Qwen2.5-1.5B-Instruct_chat,4,gender,97.5,78501,143105,0.54856
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,2.5,13826,152573,0.09062
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,7.5,12451,147619,0.08435
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,12.5,12350,148031,0.08343
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,17.5,12295,147210,0.08352
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,22.5,12522,147601,0.08484
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,27.5,12725,148556,0.08566
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,32.5,12715,148122,0.08584
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,37.5,12408,147101,0.08435
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,42.5,12402,148603,0.08346
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,47.5,12228,145587,0.08399
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,52.5,12700,150118,0.0846
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,57.5,12545,147130,0.08526
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,62.5,12448,148574,0.08378
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,67.5,12499,147649,0.08465
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,72.5,12642,147016,0.08599
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,77.5,12355,148141,0.0834
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,82.5,12378,148683,0.08325
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,87.5,12236,147558,0.08292
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,92.5,12280,148092,0.08292
Qwen/Qwen2.5-1.5B-Instruct_chat,4,star_sign,97.5,11918,143105,0.08328
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,2.5,52950,152573,0.34705
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,7.5,57591,147619,0.39013
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,12.5,62603,148031,0.4229
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,17.5,64710,147210,0.43958
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,22.5,65917,147601,0.44659
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,27.5,67508,148556,0.45443
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,32.5,68079,148122,0.45961
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,37.5,68599,147101,0.46634
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,42.5,69254,148603,0.46603
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,47.5,68054,145587,0.46745
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,52.5,70014,150118,0.46639
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,57.5,68650,147130,0.46659
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,62.5,69609,148574,0.46851
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,67.5,69258,147649,0.46907
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,72.5,68894,147016,0.46862
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,77.5,69855,148141,0.47154
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,82.5,70241,148683,0.47242
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,87.5,70036,147558,0.47463
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,92.5,70561,148092,0.47647
Qwen/Qwen2.5-1.5B-Instruct_chat,8,age_bin,97.5,67292,143105,0.47023
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,2.5,74670,152573,0.48941
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,7.5,77465,147619,0.52476
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,12.5,79586,148031,0.53763
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,17.5,80757,147210,0.54858
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,22.5,82077,147601,0.55607
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,27.5,83376,148556,0.56124
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,32.5,83586,148122,0.56431
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,37.5,83684,147101,0.56889
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,42.5,84425,148603,0.56812
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,47.5,83231,145587,0.57169
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,52.5,85734,150118,0.57111
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,57.5,84440,147130,0.57391
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,62.5,85546,148574,0.57578
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,67.5,84588,147649,0.5729
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,72.5,84533,147016,0.57499
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,77.5,85523,148141,0.57731
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,82.5,85514,148683,0.57514
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,87.5,84922,147558,0.57552
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,92.5,85662,148092,0.57844
Qwen/Qwen2.5-1.5B-Instruct_chat,8,gender,97.5,82177,143105,0.57424
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,2.5,15220,152573,0.09976
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,7.5,12886,147619,0.08729
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,12.5,12934,148031,0.08737
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,17.5,12727,147210,0.08645
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,22.5,12357,147601,0.08372
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,27.5,12773,148556,0.08598
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,32.5,12318,148122,0.08316
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,37.5,12563,147101,0.0854
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,42.5,12695,148603,0.08543
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,47.5,12562,145587,0.08629
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,52.5,12763,150118,0.08502
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,57.5,12496,147130,0.08493
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,62.5,12620,148574,0.08494
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,67.5,12428,147649,0.08417
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,72.5,12445,147016,0.08465
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,77.5,12734,148141,0.08596
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,82.5,12736,148683,0.08566
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,87.5,12545,147558,0.08502
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,92.5,12706,148092,0.0858
Qwen/Qwen2.5-1.5B-Instruct_chat,8,star_sign,97.5,11988,143105,0.08377
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,2.5,54450,152573,0.35688
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,7.5,58040,147619,0.39317
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,12.5,63831,148031,0.4312
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,17.5,66399,147210,0.45105
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,22.5,67570,147601,0.45779
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,27.5,69553,148556,0.46819
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,32.5,69879,148122,0.47177
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,37.5,69698,147101,0.47381
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,42.5,70653,148603,0.47545
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,47.5,69953,145587,0.48049
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,52.5,72163,150118,0.48071
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,57.5,71373,147130,0.4851
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,62.5,71539,148574,0.4815
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,67.5,71518,147649,0.48438
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,72.5,71035,147016,0.48318
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,77.5,72310,148141,0.48812
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,82.5,72353,148683,0.48663
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,87.5,71755,147558,0.48628
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,92.5,71824,148092,0.485
Qwen/Qwen2.5-1.5B-Instruct_chat,12,age_bin,97.5,68149,143105,0.47622
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,2.5,75323,152573,0.49368
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,7.5,77017,147619,0.52173
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,12.5,80866,148031,0.54628
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,17.5,82138,147210,0.55796
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,22.5,83539,147601,0.56598
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,27.5,84473,148556,0.56863
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,32.5,85268,148122,0.57566
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,37.5,84894,147101,0.57711
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,42.5,85757,148603,0.57709
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,47.5,84943,145587,0.58345
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,52.5,87133,150118,0.58043
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,57.5,85620,147130,0.58193
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,62.5,86418,148574,0.58165
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,67.5,85720,147649,0.58057
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,72.5,85747,147016,0.58325
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,77.5,86875,148141,0.58643
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,82.5,86912,148683,0.58455
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,87.5,86173,147558,0.58399
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,92.5,87085,148092,0.58805
Qwen/Qwen2.5-1.5B-Instruct_chat,12,gender,97.5,83033,143105,0.58022
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,2.5,12442,152573,0.08155
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,7.5,13139,147619,0.08901
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,12.5,13259,148031,0.08957
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,17.5,12668,147210,0.08605
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,22.5,12459,147601,0.08441
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,27.5,12670,148556,0.08529
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,32.5,12815,148122,0.08652
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,37.5,12388,147101,0.08421
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,42.5,12758,148603,0.08585
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,47.5,12519,145587,0.08599
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,52.5,13058,150118,0.08698
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,57.5,12732,147130,0.08654
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,62.5,12815,148574,0.08625
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,67.5,12636,147649,0.08558
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,72.5,12601,147016,0.08571
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,77.5,12587,148141,0.08497
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,82.5,12581,148683,0.08462
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,87.5,12591,147558,0.08533
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,92.5,12663,148092,0.08551
Qwen/Qwen2.5-1.5B-Instruct_chat,12,star_sign,97.5,12429,143105,0.08685
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,2.5,54584,152573,0.35776
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,7.5,58259,147619,0.39466
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,12.5,63090,148031,0.42619
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,17.5,65930,147210,0.44786
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,22.5,66921,147601,0.45339
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,27.5,68495,148556,0.46107
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,32.5,69039,148122,0.4661
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,37.5,68738,147101,0.46728
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,42.5,69442,148603,0.4673
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,47.5,68557,145587,0.4709
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,52.5,70954,150118,0.47265
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,57.5,69655,147130,0.47342
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,62.5,70423,148574,0.47399
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,67.5,70326,147649,0.47631
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,72.5,69650,147016,0.47376
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,77.5,70190,148141,0.47381
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,82.5,70985,148683,0.47743
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,87.5,70409,147558,0.47716
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,92.5,70533,148092,0.47628
Qwen/Qwen2.5-1.5B-Instruct_chat,16,age_bin,97.5,67153,143105,0.46926
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,2.5,75777,152573,0.49666
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,7.5,78188,147619,0.52966
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,12.5,79854,148031,0.53944
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,17.5,80752,147210,0.54855
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,22.5,82149,147601,0.55656
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,27.5,83864,148556,0.56453
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,32.5,83576,148122,0.56424
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,37.5,83712,147101,0.56908
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,42.5,84437,148603,0.56821
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,47.5,83136,145587,0.57104
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,52.5,86133,150118,0.57377
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,57.5,84641,147130,0.57528
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,62.5,85318,148574,0.57425
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,67.5,85178,147649,0.5769
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,72.5,84360,147016,0.57382
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,77.5,85947,148141,0.58017
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,82.5,86321,148683,0.58057
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,87.5,85272,147558,0.57789
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,92.5,85799,148092,0.57936
Qwen/Qwen2.5-1.5B-Instruct_chat,16,gender,97.5,82468,143105,0.57628
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,2.5,14971,152573,0.09812
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,7.5,12611,147619,0.08543
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,12.5,12630,148031,0.08532
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,17.5,12438,147210,0.08449
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,22.5,12522,147601,0.08484
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,27.5,12325,148556,0.08297
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,32.5,12496,148122,0.08436
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,37.5,12274,147101,0.08344
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,42.5,12431,148603,0.08365
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,47.5,12314,145587,0.08458
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,52.5,12557,150118,0.08365
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,57.5,12578,147130,0.08549
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,62.5,12677,148574,0.08532
Qwen/Qwen2.5-1.5B-Instruct_chat,16,star_sign,67.5,12752,147649,0.08637
