model_name,strategy,layer,task,text_balanced_acc,macro_f1,auc_roc,bootstrap_ci_lo,bootstrap_ci_hi
Qwen/Qwen2.5-0.5B-Instruct,ema,16,gender,0.62261,0.62142,0.67297,,
Qwen/Qwen2.5-0.5B-Instruct,mm,16,gender,0.56621,0.55078,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.01,16,gender,0.63659,0.63583,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.1,16,gender,0.63318,0.63226,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_1.0,16,gender,0.62144,0.61981,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_10.0,16,gender,0.60328,0.5978,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_100.0,16,gender,0.57971,0.55342,,,
Qwen/Qwen2.5-0.5B-Instruct,ema,16,star_sign,0.07277,0.06987,,0.06776,0.07831
Qwen/Qwen2.5-0.5B-Instruct,mm,16,star_sign,0.08169,0.04943,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.01,16,star_sign,0.08596,0.06095,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.1,16,star_sign,0.08831,0.05902,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_1.0,16,star_sign,0.08639,0.04011,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_10.0,16,star_sign,0.08343,0.02284,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_100.0,16,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-0.5B-Instruct,ema,20,age_bin,0.57905,0.58243,,,
Qwen/Qwen2.5-0.5B-Instruct,mm,20,age_bin,0.51069,0.50923,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.01,20,age_bin,0.59953,0.60469,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.1,20,age_bin,0.59685,0.60181,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_1.0,20,age_bin,0.5711,0.57558,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_10.0,20,age_bin,0.46451,0.41936,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_100.0,20,age_bin,0.33342,0.159,,,
Qwen/Qwen2.5-0.5B-Instruct,ema,20,gender,0.62544,0.62454,0.67075,,
Qwen/Qwen2.5-0.5B-Instruct,mm,20,gender,0.59034,0.58542,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.01,20,gender,0.63899,0.63794,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.1,20,gender,0.63654,0.63526,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_1.0,20,gender,0.62688,0.62514,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_10.0,20,gender,0.60348,0.5994,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_100.0,20,gender,0.58872,0.57073,,,
Qwen/Qwen2.5-0.5B-Instruct,ema,20,star_sign,0.08627,0.08292,,0.08095,0.09161
Qwen/Qwen2.5-0.5B-Instruct,mm,20,star_sign,0.08973,0.06759,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.01,20,star_sign,0.08679,0.061,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.1,20,star_sign,0.08805,0.05851,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_1.0,20,star_sign,0.09026,0.04763,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_10.0,20,star_sign,0.08442,0.02496,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_100.0,20,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-0.5B-Instruct,ema,24,age_bin,0.53462,0.53296,,,
Qwen/Qwen2.5-0.5B-Instruct,mm,24,age_bin,0.46059,0.44255,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.01,24,age_bin,0.55771,0.56185,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.1,24,age_bin,0.54036,0.539,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_1.0,24,age_bin,0.5418,0.54487,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_10.0,24,age_bin,0.47129,0.45504,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_100.0,24,age_bin,0.35592,0.26231,,,
Qwen/Qwen2.5-0.5B-Instruct,ema,24,gender,0.60273,0.60097,,,
Qwen/Qwen2.5-0.5B-Instruct,mm,24,gender,0.5849,0.58482,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.01,24,gender,0.61872,0.6186,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.1,24,gender,0.62093,0.6208,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_1.0,24,gender,0.61119,0.60199,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_10.0,24,gender,0.59943,0.59111,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_100.0,24,gender,0.58914,0.57007,,,
Qwen/Qwen2.5-0.5B-Instruct,ema,24,star_sign,0.07484,0.07182,,0.06945,0.08015
Qwen/Qwen2.5-0.5B-Instruct,mm,24,star_sign,0.0879,0.07653,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.01,24,star_sign,0.07943,0.0667,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_0.1,24,star_sign,0.07965,0.06522,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_1.0,24,star_sign,0.08097,0.05375,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_10.0,24,star_sign,0.08221,0.03541,,,
Qwen/Qwen2.5-0.5B-Instruct,ridge_100.0,24,star_sign,0.08279,0.03587,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_0.01,all,age_bin,0.61859,0.62424,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_0.1,all,age_bin,0.61174,0.61732,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_1.0,all,age_bin,0.59618,0.60163,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_10.0,all,age_bin,0.52289,0.51347,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_100.0,all,age_bin,0.38513,0.27322,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_0.01,all,gender,0.64664,0.64535,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_0.1,all,gender,0.64592,0.64458,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_1.0,all,gender,0.63487,0.63357,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_10.0,all,gender,0.6146,0.61235,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_100.0,all,gender,0.59717,0.58944,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_0.01,all,star_sign,0.08602,0.06716,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_0.1,all,star_sign,0.08845,0.06654,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_1.0,all,star_sign,0.09339,0.05976,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_10.0,all,star_sign,0.08662,0.03389,,,
Qwen/Qwen2.5-0.5B-Instruct,multi_100.0,all,star_sign,0.08333,0.02264,,,
