batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign
410,1.13322,0.36232,0.73076,0.51456,2.75805,0.08636,1.07773,0.38036,0.7296,0.52991,2.8199,0.08394,1.01694,0.40603,0.70221,0.55134,2.76882,0.08407,1.03639,0.40215,0.72273,0.55207,2.80091,0.08458,0.97322,0.43168,0.71646,0.56695,2.78264,0.08591,0.93026,0.45726,0.69373,0.57678,2.75826,0.08691,0.93169,0.47004,0.68053,0.59776,2.76774,0.08991
411,1.15701,0.36233,0.72286,0.5146,2.75363,0.08635,1.11428,0.38043,0.69454,0.53002,2.81732,0.08394,1.06853,0.40612,0.65019,0.55154,2.77994,0.08407,1.06623,0.40225,0.65652,0.55224,2.80842,0.08457,0.99906,0.43186,0.6282,0.56715,2.78261,0.08592,0.98589,0.45739,0.6179,0.57701,2.78339,0.08692,0.98972,0.47016,0.6294,0.5979,2.84871,0.08989
412,1.14454,0.36233,0.7332,0.51461,2.73124,0.08636,1.12085,0.38046,0.71304,0.53004,2.79204,0.08394,1.0707,0.40619,0.70053,0.55157,2.78833,0.08407,1.09542,0.40229,0.70277,0.55225,2.79343,0.08457,1.07897,0.43187,0.69104,0.56719,2.75259,0.08593,1.03234,0.45743,0.68345,0.57705,2.76459,0.08693,0.99924,0.47024,0.65871,0.59793,2.73585,0.08991
413,1.13594,0.36237,0.721,0.51468,2.74545,0.08638,1.077,0.38059,0.69448,0.53014,2.79855,0.08395,1.05077,0.40629,0.6624,0.55172,2.78109,0.08408,1.054,0.4024,0.65931,0.5524,2.76257,0.08458,1.00366,0.43199,0.64173,0.56735,2.77332,0.08593,0.98897,0.45752,0.64061,0.57721,2.77772,0.08694,0.9784,0.47032,0.63996,0.59805,2.81684,0.08989
414,1.13275,0.36245,0.72579,0.51471,2.7434,0.08638,1.09096,0.38069,0.71038,0.53017,2.79963,0.08395,1.06498,0.40637,0.70095,0.55176,2.75816,0.0841,1.05996,0.4025,0.68805,0.55247,2.79772,0.08458,1.01533,0.43208,0.66664,0.56745,2.78816,0.08594,1.01008,0.45761,0.6665,0.57731,2.79342,0.08694,1.00485,0.47039,0.67353,0.59809,2.81997,0.0899
415,1.15985,0.36245,0.72797,0.51469,2.75614,0.0864,1.14544,0.38069,0.71522,0.5302,2.81626,0.08394,1.08196,0.40641,0.68554,0.55183,2.77652,0.0841,1.09649,0.40252,0.67864,0.55255,2.81756,0.08457,1.05948,0.4321,0.6492,0.56756,2.7737,0.08595,1.06124,0.45762,0.66978,0.57737,2.80726,0.08694,0.99024,0.47046,0.65736,0.59813,2.81593,0.08989
416,1.14889,0.36248,0.72263,0.51472,2.75145,0.08641,1.10372,0.38078,0.69984,0.53028,2.80805,0.08395,1.04519,0.40654,0.67466,0.55194,2.75505,0.08412,1.06671,0.40263,0.67143,0.55266,2.81611,0.08457,1.0122,0.43225,0.65306,0.56769,2.77875,0.08596,0.96955,0.45777,0.64814,0.57749,2.75358,0.08697,0.95634,0.47061,0.64947,0.59824,2.78705,0.0899
417,1.14371,0.36253,0.73068,0.51472,2.76547,0.0864,1.11486,0.38083,0.7019,0.53035,2.79568,0.08395,1.07048,0.40661,0.67461,0.55204,2.78897,0.08411,1.07893,0.4027,0.67348,0.55276,2.78334,0.08457,1.02758,0.43236,0.6715,0.56776,2.75994,0.08597,1.01397,0.45783,0.63644,0.57765,2.8141,0.08695,0.96539,0.47075,0.61839,0.5984,2.76352,0.0899
418,1.13549,0.36259,0.73235,0.5147,2.7544,0.08637,1.07439,0.38094,0.73684,0.53029,2.82891,0.08394,1.0121,0.40679,0.71889,0.55201,2.79223,0.08412,1.01874,0.40286,0.7103,0.55274,2.81697,0.08455,0.97898,0.43251,0.70272,0.56775,2.78162,0.08597,0.95012,0.45798,0.69731,0.57763,2.78548,0.08697,0.94807,0.47087,0.69027,0.59837,2.7295,0.08993
419,1.15667,0.36261,0.7204,0.51473,2.75157,0.08638,1.12423,0.381,0.695,0.53038,2.79141,0.08394,1.12835,0.40685,0.66415,0.55214,2.765,0.08412,1.12692,0.40288,0.67122,0.55284,2.79466,0.08455,1.11263,0.43254,0.65429,0.56788,2.77603,0.08597,1.10705,0.458,0.6503,0.57772,2.79992,0.08697,1.11228,0.47086,0.65437,0.59844,2.78481,0.08993
420,1.1522,0.36261,0.72177,0.51475,2.74496,0.08638,1.1025,0.38107,0.70167,0.53044,2.81899,0.08394,1.05388,0.40695,0.69446,0.55218,2.77311,0.08413,1.05635,0.40298,0.68924,0.55288,2.80271,0.08455,1.01512,0.43263,0.66517,0.56796,2.78173,0.08597,0.98589,0.45809,0.65885,0.5778,2.79317,0.08698,0.95296,0.471,0.65169,0.59852,2.80204,0.08991
421,1.16088,0.36266,0.72987,0.51476,2.73936,0.08639,1.08388,0.38118,0.70233,0.53051,2.78866,0.08394,1.00662,0.40714,0.66762,0.5523,2.76306,0.08413,1.01303,0.40316,0.67179,0.55298,2.82097,0.08454,0.9349,0.43288,0.65612,0.56808,2.75119,0.08599,0.93604,0.45831,0.65128,0.5779,2.79542,0.08698,0.92969,0.47121,0.62501,0.59865,2.73772,0.08994
422,1.15341,0.36267,0.72009,0.51482,2.74374,0.08638,1.09074,0.38129,0.67902,0.53066,2.78597,0.08396,1.04042,0.40729,0.65239,0.55249,2.77087,0.08413,1.04549,0.4033,0.65042,0.55317,2.78891,0.08455,0.97983,0.43309,0.63708,0.56827,2.76841,0.08599,0.93867,0.45853,0.63111,0.57807,2.78942,0.08699,0.92724,0.47144,0.61953,0.59881,2.77653,0.08994
423,1.14825,0.36269,0.7266,0.51482,2.74111,0.0864,1.10269,0.38136,0.71622,0.53068,2.8006,0.08396,1.05892,0.40737,0.6888,0.55253,2.77075,0.08413,1.04958,0.40341,0.68644,0.55322,2.77957,0.08455,1.00887,0.43319,0.71214,0.56825,2.73149,0.08602,0.99131,0.45863,0.70735,0.57803,2.7625,0.08701,0.9858,0.47154,0.7183,0.59875,2.70063,0.08998
424,1.14528,0.36275,0.73042,0.51481,2.74029,0.08641,1.11042,0.38143,0.72189,0.53068,2.78639,0.08396,1.05269,0.40752,0.7062,0.55255,2.77174,0.08414,1.06336,0.40355,0.70345,0.55325,2.78458,0.08455,1.01832,0.43333,0.69318,0.5683,2.83208,0.08601,0.99141,0.4588,0.70166,0.57805,2.78987,0.08702,0.93936,0.47175,0.70822,0.5987,2.75695,0.08999
425,1.14994,0.36276,0.72243,0.51484,2.72556,0.08645,1.09068,0.38153,0.69267,0.53079,2.76531,0.08398,1.02298,0.40769,0.66055,0.55271,2.75828,0.08415,1.04117,0.40369,0.65734,0.55341,2.79248,0.08456,0.96687,0.43354,0.63975,0.56848,2.76712,0.08602,0.95893,0.45896,0.63738,0.5782,2.77168,0.08703,0.95623,0.4719,0.6259,0.59884,2.72403,0.09002
426,1.15008,0.36277,0.71852,0.51488,2.75701,0.08644,1.09216,0.38162,0.69433,0.53088,2.81083,0.08397,1.04162,0.40781,0.6778,0.5528,2.7919,0.08414,1.05699,0.4038,0.66943,0.55352,2.79143,0.08455,0.98078,0.4337,0.6754,0.56855,2.77501,0.08603,0.94524,0.45911,0.68795,0.57822,2.81036,0.08703,0.93299,0.47206,0.6921,0.59882,2.80955,0.09001
427,1.13977,0.36285,0.72211,0.51492,2.73796,0.08645,1.0643,0.38177,0.69503,0.53095,2.7852,0.08397,0.99536,0.40803,0.64365,0.55299,2.77195,0.08414,0.99835,0.40402,0.64588,0.55369,2.733,0.08458,0.95896,0.43391,0.60831,0.56879,2.79039,0.08604,0.92387,0.45932,0.59989,0.57846,2.76096,0.08705,0.90018,0.4723,0.58821,0.59906,2.71856,0.09004
428,1.14624,0.36287,0.72125,0.51496,2.74062,0.08645,1.09036,0.38186,0.6953,0.53105,2.79211,0.08398,1.03726,0.40816,0.67126,0.5531,2.77101,0.08414,1.04345,0.40413,0.65633,0.55385,2.76396,0.08459,0.97736,0.43408,0.64405,0.56895,2.76741,0.08603,0.93633,0.45948,0.63627,0.57863,2.78826,0.08704,0.92199,0.47246,0.62522,0.59921,2.80103,0.09005
429,1.10919,0.36291,0.7297,0.51496,2.74205,0.08647,1.06978,0.38193,0.70891,0.53108,2.80547,0.08398,1.04071,0.40823,0.68165,0.55318,2.76497,0.08415,1.05484,0.40417,0.68107,0.55393,2.76656,0.08461,1.02495,0.43411,0.67328,0.56902,2.75985,0.08604,0.99887,0.45947,0.66533,0.5787,2.76383,0.08705,1.00076,0.47247,0.66999,0.59924,2.74932,0.09005
430,1.12706,0.36298,0.72394,0.51497,2.74714,0.08646,1.06342,0.38205,0.70546,0.53113,2.79834,0.08398,1.01364,0.40837,0.68572,0.55324,2.76161,0.08415,1.03584,0.40429,0.67863,0.554,2.79621,0.08461,0.96362,0.43427,0.66249,0.56912,2.79141,0.08605,0.91618,0.45965,0.66282,0.57876,2.78952,0.08706,0.93185,0.47259,0.6692,0.59927,2.75207,0.09009
431,1.12958,0.36305,0.72404,0.51497,2.73751,0.08647,1.06515,0.38218,0.71496,0.53114,2.8062,0.08398,1.01885,0.40852,0.68962,0.55327,2.75263,0.08417,1.03235,0.40444,0.67802,0.55408,2.7656,0.08461,0.98354,0.43442,0.68425,0.56912,2.79151,0.08605,0.95344,0.45979,0.69163,0.57874,2.76842,0.08708,0.94692,0.47272,0.69733,0.5992,2.78265,0.09008
432,1.10614,0.36317,0.71938,0.515,2.73483,0.08648,1.07919,0.38227,0.69411,0.53122,2.76607,0.08399,1.04305,0.40862,0.64885,0.55344,2.76567,0.08417,1.03482,0.40457,0.64404,0.55425,2.78894,0.08462,0.99057,0.43456,0.61556,0.56934,2.78131,0.08606,0.9833,0.45988,0.6134,0.57894,2.79273,0.08709,0.99057,0.47277,0.59219,0.5994,2.78335,0.09008
433,1.14209,0.36321,0.72935,0.515,2.73594,0.08649,1.07891,0.38236,0.73834,0.53117,2.79139,0.08399,1.02471,0.40875,0.72455,0.55341,2.75895,0.08418,1.04753,0.40467,0.72737,0.55421,2.80123,0.08462,0.96643,0.43471,0.71207,0.56932,2.7832,0.08606,0.93369,0.46005,0.71095,0.57892,2.81122,0.08708,0.92753,0.47293,0.71191,0.59935,2.78414,0.09008
434,1.14197,0.36326,0.7303,0.51498,2.75898,0.08648,1.06218,0.38249,0.7108,0.5312,2.8159,0.08398,1.00553,0.40892,0.69222,0.55347,2.76285,0.08418,1.00257,0.40485,0.70485,0.55422,2.79399,0.08461,0.95665,0.43488,0.68567,0.56937,2.73213,0.08608,0.9282,0.46023,0.67691,0.57901,2.7651,0.08709,0.93609,0.47307,0.70419,0.59935,2.72664,0.09011
435,1.11314,0.36335,0.71808,0.515,2.72707,0.08653,1.04821,0.38262,0.70248,0.53124,2.7776,0.08399,0.99667,0.40909,0.67215,0.55354,2.76561,0.08419,1.00252,0.40501,0.68986,0.55425,2.75113,0.08463,0.97533,0.43501,0.66284,0.56945,2.80313,0.08608,0.93058,0.46037,0.65214,0.57908,2.75356,0.08711,0.95615,0.4732,0.64986,0.59941,2.75383,0.09012
436,1.15892,0.36332,0.72019,0.51501,2.74639,0.08652,1.09396,0.38271,0.7014,0.5313,2.8015,0.08398,1.02494,0.40925,0.67828,0.55362,2.74888,0.08419,1.02488,0.40517,0.68567,0.55431,2.79851,0.08462,0.96564,0.43521,0.66873,0.56953,2.78014,0.08607,0.92517,0.46058,0.64457,0.57919,2.77978,0.08712,0.9235,0.47337,0.63787,0.5995,2.7501,0.09014
437,1.12861,0.36337,0.72482,0.51504,2.74275,0.08652,1.10161,0.38277,0.70626,0.53134,2.78519,0.08399,1.05982,0.40935,0.67747,0.5537,2.76271,0.0842,1.06174,0.40526,0.68118,0.55439,2.77859,0.08463,1.03155,0.4353,0.67785,0.56958,2.74933,0.08608,0.99198,0.46073,0.6713,0.57924,2.77931,0.08713,0.99429,0.47347,0.66112,0.59953,2.77251,0.09014
438,1.14045,0.36337,0.72033,0.51506,2.72545,0.08655,1.08797,0.38285,0.70393,0.53139,2.76406,0.084,1.03948,0.40946,0.666,0.55382,2.75593,0.0842,1.03559,0.40536,0.66728,0.5545,2.76576,0.08463,0.99031,0.43541,0.64361,0.56972,2.76631,0.0861,0.97625,0.4608,0.62978,0.57942,2.75543,0.08713,0.97007,0.47356,0.62964,0.59965,2.6833,0.09018
439,1.13954,0.36343,0.7278,0.51506,2.73772,0.08658,1.06516,0.38297,0.71843,0.53138,2.76428,0.08402,1.00791,0.40964,0.71651,0.55379,2.73502,0.08421,1.02854,0.40551,0.70405,0.55449,2.77867,0.08463,0.98195,0.43556,0.70636,0.5697,2.77598,0.08611,0.94002,0.46101,0.70794,0.57936,2.74399,0.08715,0.96782,0.4737,0.72261,0.59956,2.79774,0.09019
440,1.13228,0.36345,0.72337,0.51507,2.73243,0.08659,1.07784,0.38307,0.7,0.53145,2.76054,0.08404,1.02795,0.40977,0.68213,0.55387,2.76076,0.08422,1.03149,0.40565,0.67684,0.55459,2.77589,0.08463,0.96344,0.43574,0.66949,0.56979,2.77712,0.08611,0.94208,0.46119,0.65328,0.57946,2.76229,0.08717,0.91884,0.47389,0.66953,0.59961,2.75675,0.09019
441,1.13553,0.36351,0.71471,0.51512,2.73682,0.08661,1.08022,0.38316,0.69235,0.53155,2.78643,0.08404,1.03737,0.40987,0.64632,0.55406,2.78252,0.08421,1.04203,0.40576,0.64534,0.55476,2.76737,0.08464,0.97563,0.43588,0.63081,0.56996,2.76656,0.0861,0.96121,0.46132,0.6141,0.57966,2.78302,0.08717,0.96399,0.47397,0.58454,0.59981,2.72988,0.09022
442,1.11287,0.36358,0.72347,0.51513,2.73738,0.08661,1.04621,0.3833,0.69977,0.53161,2.78721,0.08404,0.97023,0.41008,0.66514,0.55416,2.76151,0.08421,0.99581,0.40592,0.65738,0.55488,2.79379,0.08464,0.9272,0.43609,0.65492,0.57007,2.80469,0.08609,0.89043,0.46152,0.65096,0.57975,2.74622,0.08718,0.85973,0.4742,0.64856,0.59987,2.77715,0.09023
443,1.13527,0.36364,0.73041,0.51512,2.73454,0.08664,1.06856,0.3834,0.7198,0.53162,2.79696,0.08404,1.04856,0.41016,0.70166,0.55418,2.74465,0.08423,1.05237,0.40601,0.70348,0.55487,2.7771,0.08464,0.99734,0.43622,0.68935,0.57009,2.76863,0.0861,0.95786,0.46167,0.67419,0.57979,2.78472,0.08718,0.9498,0.47434,0.68833,0.59987,2.76884,0.09024
444,1.15103,0.36365,0.72333,0.51515,2.74901,0.08664,1.07608,0.38354,0.69564,0.53169,2.79355,0.08404,1.02066,0.41032,0.66461,0.5543,2.75443,0.08423,1.0208,0.40617,0.65866,0.55499,2.76677,0.08465,0.95407,0.43643,0.64863,0.57021,2.77633,0.0861,0.93327,0.46186,0.66564,0.57984,2.77223,0.08719,0.91291,0.47454,0.65873,0.59993,2.75538,0.09025
445,1.12922,0.36371,0.72421,0.51516,2.74527,0.08664,1.05899,0.38368,0.70742,0.53174,2.78231,0.08404,1.01561,0.41047,0.68715,0.55438,2.7631,0.08423,1.02731,0.40631,0.69509,0.55503,2.77197,0.08465,0.96554,0.43659,0.68546,0.57027,2.79117,0.08611,0.94636,0.46203,0.67065,0.57991,2.79283,0.08718,0.91306,0.47471,0.67359,0.6,2.7641,0.09027
446,1.14036,0.36374,0.71466,0.51519,2.72349,0.08665,1.08349,0.38376,0.69643,0.5318,2.78793,0.08404,1.02313,0.4106,0.65104,0.55453,2.75272,0.08424,1.03054,0.40641,0.65094,0.55517,2.75398,0.08466,0.97719,0.43672,0.62791,0.57042,2.74884,0.08612,0.94115,0.46215,0.60976,0.58009,2.74973,0.08719,0.93807,0.47484,0.57758,0.60021,2.68108,0.09032
447,1.14881,0.36376,0.72797,0.51518,2.74618,0.08664,1.09419,0.38381,0.7179,0.5318,2.78716,0.08404,1.03951,0.41069,0.68163,0.55459,2.76581,0.08424,1.03691,0.40653,0.69234,0.5552,2.78405,0.08466,0.96133,0.43687,0.65676,0.5705,2.78087,0.08612,0.90717,0.46233,0.64818,0.58017,2.80556,0.08718,0.90714,0.47501,0.63861,0.60028,2.71547,0.09034
448,1.14592,0.36377,0.7311,0.51517,2.7349,0.08664,1.09039,0.38387,0.71683,0.53181,2.77988,0.08405,1.03966,0.41079,0.70112,0.55461,2.76365,0.08424,1.05925,0.40661,0.70125,0.55522,2.74683,0.08467,0.99523,0.43699,0.7045,0.57051,2.70212,0.08616,0.97146,0.46244,0.69192,0.58019,2.74484,0.0872,0.96365,0.4751,0.67599,0.6003,2.72356,0.09037
449,1.12141,0.36384,0.71957,0.5152,2.74255,0.08663,1.08655,0.38392,0.69296,0.53188,2.79242,0.08405,1.03875,0.41086,0.64641,0.55475,2.76248,0.08424,1.06241,0.40666,0.64596,0.55535,2.78254,0.08466,1.01781,0.43705,0.62699,0.57066,2.76604,0.08617,0.96969,0.46254,0.62591,0.58033,2.77518,0.0872,0.97628,0.47518,0.6388,0.60038,2.7127,0.0904
450,1.13924,0.36388,0.72295,0.51521,2.7395,0.08663,1.08374,0.38401,0.71197,0.5319,2.78209,0.08405,1.05131,0.41094,0.70114,0.55479,2.77228,0.08425,1.06432,0.40673,0.70238,0.55538,2.77476,0.08467,1.01196,0.43716,0.68621,0.57072,2.78201,0.08617,0.95533,0.4627,0.68543,0.58037,2.75583,0.08721,0.94748,0.47533,0.69757,0.60039,2.69589,0.09045
451,1.14733,0.36391,0.71501,0.51524,2.73992,0.08662,1.07937,0.3841,0.68183,0.53201,2.77806,0.08405,1.02888,0.41105,0.66191,0.55491,2.74073,0.08425,1.0329,0.40685,0.64719,0.55553,2.77041,0.08468,0.95543,0.43735,0.64567,0.57084,2.7676,0.08616,0.94824,0.46285,0.64768,0.58046,2.78389,0.08721,0.94339,0.47547,0.65231,0.60043,2.7498,0.09046
452,1.14054,0.36393,0.72053,0.51527,2.75869,0.08663,1.08881,0.38416,0.68489,0.53211,2.75094,0.08407,1.05494,0.41112,0.65757,0.55505,2.74452,0.08427,1.06257,0.40692,0.64629,0.55568,2.78686,0.08468,1.00916,0.43741,0.61634,0.57102,2.78131,0.08616,1.00637,0.46288,0.61474,0.58065,2.76733,0.0872,1.00494,0.4755,0.60059,0.60059,2.79579,0.09047
453,1.13255,0.36398,0.72763,0.51526,2.73448,0.08664,1.06956,0.38428,0.71995,0.5321,2.78055,0.08407,1.02091,0.41126,0.69939,0.55507,2.76045,0.08427,1.03528,0.40703,0.71195,0.55567,2.7643,0.08469,0.95572,0.4376,0.69854,0.57105,2.80068,0.08615,0.92475,0.46306,0.69547,0.58066,2.78847,0.08719,0.89078,0.47571,0.68458,0.60061,2.79518,0.09046
454,1.14846,0.36399,0.71942,0.51528,2.73522,0.08666,1.11823,0.38431,0.70936,0.53213,2.78665,0.08408,1.06691,0.41131,0.67298,0.55515,2.76822,0.08427,1.04826,0.40714,0.69331,0.55571,2.7603,0.0847,0.98791,0.43773,0.67831,0.57108,2.69943,0.08618,0.9753,0.46316,0.65003,0.58077,2.75584,0.0872,1.01659,0.47575,0.67119,0.60063,2.74552,0.09047
455,1.12552,0.36406,0.72271,0.5153,2.73835,0.08667,1.05417,0.38443,0.70124,0.53218,2.7629,0.08409,1.01955,0.41143,0.6786,0.55523,2.77023,0.08427,1.00515,0.40729,0.67726,0.55578,2.75008,0.08472,0.96723,0.43785,0.66909,0.57116,2.77632,0.08618,0.94038,0.46328,0.65047,0.58087,2.77311,0.08721,0.93723,0.47586,0.65654,0.6007,2.73551,0.09049
456,1.13052,0.36411,0.71569,0.51533,2.7464,0.08667,1.07176,0.38454,0.69096,0.53227,2.77427,0.08411,1.01989,0.41156,0.6602,0.55535,2.79284,0.08426,1.03815,0.40738,0.65859,0.55589,2.77574,0.08471,0.9786,0.43799,0.63116,0.57131,2.78413,0.08618,0.96229,0.46337,0.6274,0.58102,2.79265,0.08721,0.94444,0.47595,0.63557,0.6008,2.71444,0.09055
457,1.14508,0.36414,0.71354,0.51534,2.72952,0.08666,1.10875,0.38457,0.69957,0.53231,2.79026,0.08411,1.0594,0.41162,0.66239,0.55545,2.76219,0.08426,1.07236,0.40742,0.67296,0.55595,2.79137,0.0847,1.02877,0.43805,0.64709,0.57141,2.77258,0.08617,0.98956,0.46344,0.64701,0.58108,2.79793,0.08719,1.01458,0.47598,0.65229,0.60082,2.74486,0.09056
458,1.16637,0.36413,0.72231,0.51535,2.73077,0.08669,1.09708,0.38463,0.7062,0.53235,2.77326,0.08411,1.03607,0.41174,0.69823,0.55548,2.76318,0.08426,1.02672,0.40756,0.67882,0.55603,2.76303,0.08471,0.97538,0.43822,0.6819,0.57148,2.75996,0.08619,0.93313,0.46363,0.69907,0.58111,2.73868,0.08721,0.91826,0.47618,0.71597,0.60078,2.78016,0.09057
459,1.1324,0.36413,0.72189,0.51535,2.74241,0.08669,1.05564,0.38478,0.71486,0.53234,2.77851,0.08411,1.00355,0.41192,0.70318,0.55547,2.78055,0.08425,1.0378,0.40771,0.70166,0.55603,2.81098,0.0847,0.94634,0.43845,0.68221,0.5715,2.73835,0.0862,0.91114,0.46388,0.67998,0.58112,2.75371,0.08722,0.88942,0.47643,0.68466,0.60074,2.7413,0.09059
460,1.15604,0.36411,0.71963,0.51537,2.72784,0.08668,1.10499,0.38482,0.6832,0.53245,2.77949,0.08411,1.03955,0.41202,0.65552,0.55561,2.75448,0.08426,1.06564,0.40778,0.64969,0.55618,2.77617,0.0847,1.00355,0.43856,0.62239,0.57171,2.75055,0.08621,0.9883,0.46395,0.63016,0.58129,2.76599,0.08722,0.98064,0.4765,0.62866,0.60088,2.74867,0.09059
461,1.1489,0.36414,0.71211,0.51542,2.73315,0.0867,1.11614,0.38488,0.6889,0.53255,2.78666,0.08412,1.08974,0.41209,0.6742,0.55569,2.77175,0.08426,1.09477,0.40784,0.67751,0.55625,2.7625,0.08471,1.09225,0.4386,0.65682,0.57179,2.72983,0.08624,1.07117,0.46398,0.66181,0.58135,2.73991,0.08725,1.08067,0.47652,0.66118,0.60091,2.75395,0.0906
462,1.12013,0.36419,0.72226,0.51542,2.74683,0.08669,1.06615,0.38499,0.70717,0.53258,2.78208,0.08411,1.02603,0.41221,0.69767,0.55573,2.7558,0.08427,1.01578,0.40798,0.6897,0.55629,2.77629,0.08471,0.97121,0.43873,0.68064,0.57184,2.74772,0.08624,0.95592,0.46413,0.69034,0.58137,2.71355,0.08728,0.96473,0.47662,0.6847,0.60093,2.71525,0.09063
463,1.14884,0.3642,0.71849,0.51544,2.73585,0.08669,1.11239,0.38502,0.68988,0.53267,2.77887,0.08411,1.08624,0.41225,0.6613,0.55585,2.76438,0.08426,1.10342,0.40799,0.65425,0.55643,2.74227,0.08473,1.06193,0.43877,0.6366,0.57199,2.73466,0.08626,1.05026,0.46413,0.63539,0.58149,2.75691,0.08728,1.02198,0.47666,0.64164,0.60099,2.7376,0.09066
464,1.16204,0.36417,0.72989,0.51542,2.71957,0.0867,1.11103,0.38506,0.72411,0.53265,2.79694,0.08411,1.05258,0.41232,0.71818,0.55583,2.78186,0.08426,1.07195,0.40804,0.71814,0.55642,2.77198,0.08473,1.02712,0.43882,0.72913,0.57194,2.74498,0.08628,0.99587,0.4642,0.72389,0.58143,2.75918,0.08729,0.99205,0.47669,0.70318,0.60096,2.73472,0.09067
465,1.15639,0.36417,0.71654,0.51544,2.74816,0.08669,1.10575,0.38512,0.68672,0.53275,2.78239,0.08411,1.07534,0.4124,0.65411,0.55597,2.74066,0.08427,1.06685,0.40814,0.65843,0.55654,2.74709,0.08475,1.03098,0.43897,0.63645,0.57207,2.80019,0.08626,1.02414,0.4643,0.64634,0.58153,2.75763,0.08731,1.01784,0.47679,0.64501,0.60103,2.74619,0.09069
466,1.15021,0.36416,0.72048,0.51546,2.7261,0.08672,1.09077,0.38519,0.7098,0.53278,2.79662,0.0841,1.04105,0.41249,0.68643,0.55601,2.75662,0.08427,1.04641,0.40821,0.69419,0.55656,2.78193,0.08475,0.98099,0.43908,0.69509,0.57206,2.75158,0.08627,0.95184,0.4644,0.68233,0.58152,2.75846,0.08731,0.94542,0.47689,0.67837,0.60102,2.72423,0.09072
467,1.14327,0.36418,0.71278,0.51552,2.72933,0.08673,1.11049,0.38524,0.66258,0.53295,2.77102,0.08409,1.0896,0.41253,0.62574,0.55622,2.73419,0.08429,1.09884,0.40824,0.61344,0.55679,2.75697,0.08476,1.06134,0.43914,0.5993,0.57229,2.7399,0.08629,1.05068,0.46446,0.62253,0.58172,2.76088,0.08733,1.04619,0.4769,0.59821,0.60121,2.76575,0.09073
468,1.1438,0.36419,0.72805,0.51551,2.71967,0.08676,1.07797,0.38531,0.71739,0.53295,2.74808,0.08411,1.0324,0.41262,0.71069,0.5562,2.74503,0.08429,1.04409,0.40831,0.72259,0.55675,2.73993,0.08477,0.98025,0.43927,0.70383,0.57227,2.75837,0.08629,0.96492,0.46456,0.69581,0.5817,2.7539,0.08734,0.94159,0.47701,0.66942,0.60123,2.69658,0.09077
469,1.15313,0.36419,0.72284,0.51552,2.72617,0.0868,1.1278,0.38532,0.71516,0.53296,2.77232,0.08411,1.07546,0.41268,0.68345,0.55627,2.757,0.08429,1.08141,0.40837,0.69897,0.55678,2.72768,0.0848,1.04457,0.43932,0.67203,0.57235,2.73258,0.08631,1.04181,0.4646,0.66619,0.5818,2.72217,0.08736,1.03565,0.47704,0.64799,0.60133,2.75368,0.09078
470,1.11156,0.36426,0.7128,0.51556,2.73273,0.08679,1.07773,0.38537,0.67801,0.53308,2.78734,0.08411,1.02876,0.41277,0.6251,0.5565,2.74881,0.0843,1.02882,0.40848,0.63582,0.55697,2.76974,0.0848,0.99173,0.4394,0.5888,0.57263,2.74839,0.08633,0.94542,0.46473,0.58345,0.58207,2.76806,0.08735,0.94326,0.47716,0.57151,0.60158,2.73802,0.09079
471,1.12685,0.36429,0.72264,0.51557,2.73357,0.08679,1.09756,0.38542,0.7057,0.53311,2.77658,0.08411,1.03827,0.41291,0.67656,0.55657,2.76001,0.0843,1.04012,0.4086,0.68399,0.55701,2.77208,0.0848,0.98942,0.43953,0.65899,0.57272,2.76132,0.08633,0.98732,0.46485,0.66231,0.58212,2.74571,0.08736,0.9708,0.4773,0.63663,0.60166,2.78472,0.0908
472,1.10827,0.36435,0.71454,0.51559,2.71139,0.08682,1.07376,0.38547,0.69115,0.53317,2.74211,0.08413,1.0296,0.41298,0.67146,0.55663,2.71387,0.08432,1.03261,0.40867,0.68486,0.55705,2.75888,0.0848,0.97064,0.43963,0.67927,0.57274,2.72628,0.08635,0.96094,0.46491,0.68193,0.58211,2.70635,0.08738,0.962,0.47734,0.68252,0.60163,2.65881,0.09086
473,1.12517,0.3644,0.71088,0.51563,2.72801,0.08684,1.08775,0.38553,0.67788,0.53329,2.76992,0.08413,1.05428,0.41302,0.64063,0.5568,2.75383,0.08433,1.06508,0.40872,0.633,0.55722,2.74925,0.08482,1.01752,0.43969,0.62851,0.57291,2.74877,0.08636,1.00721,0.46498,0.6085,0.5823,2.74841,0.0874,0.98389,0.47742,0.61338,0.60178,2.77162,0.09087
