model_name,strategy,layer,task,text_balanced_acc,macro_f1,auc_roc,bootstrap_ci_lo,bootstrap_ci_hi
Qwen/Qwen2.5-1.5B-Instruct,mm,4,age_bin,0.35375,0.2854,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,4,age_bin,0.56867,0.5738,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,4,age_bin,0.56132,0.56645,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,4,age_bin,0.5224,0.51952,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,4,age_bin,0.39256,0.2949,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,4,age_bin,0.33344,0.15903,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,4,gender,0.6008,0.6002,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,4,gender,0.52506,0.50569,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,4,gender,0.63215,0.63162,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,4,gender,0.62556,0.62492,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,4,gender,0.61097,0.61029,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,4,gender,0.59338,0.59242,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,4,gender,0.59439,0.58235,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,4,star_sign,0.084,0.07922,,0.07887,0.08929
Qwen/Qwen2.5-1.5B-Instruct,mm,4,star_sign,0.07345,0.03003,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,4,star_sign,0.08816,0.05388,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,4,star_sign,0.08927,0.0501,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,4,star_sign,0.08605,0.03664,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,4,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,4,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,8,age_bin,0.59593,0.60228,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,8,age_bin,0.36204,0.29848,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,8,age_bin,0.6484,0.65255,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,8,age_bin,0.63724,0.64276,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,8,age_bin,0.58246,0.58505,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,8,age_bin,0.41949,0.33422,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,8,age_bin,0.33344,0.15903,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,8,gender,0.63716,0.636,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,8,gender,0.52764,0.50925,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,8,gender,0.66096,0.65997,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,8,gender,0.65409,0.65303,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,8,gender,0.63422,0.63321,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,8,gender,0.61873,0.6176,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,8,gender,0.60972,0.60307,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,8,star_sign,0.07791,0.07427,,0.07338,0.08328
Qwen/Qwen2.5-1.5B-Instruct,mm,8,star_sign,0.07357,0.03071,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,8,star_sign,0.08609,0.06115,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,8,star_sign,0.08891,0.05592,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,8,star_sign,0.08833,0.0382,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,8,star_sign,0.08341,0.0228,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,8,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,12,age_bin,0.58564,0.59029,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,12,age_bin,0.37053,0.30793,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,12,age_bin,0.64243,0.64653,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,12,age_bin,0.63007,0.63496,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,12,age_bin,0.58867,0.59496,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,12,age_bin,0.42988,0.3599,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,12,age_bin,0.33344,0.15903,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,12,gender,0.6389,0.63824,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,12,gender,0.52925,0.51169,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,12,gender,0.66488,0.66417,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,12,gender,0.65618,0.65525,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,12,gender,0.63002,0.62895,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,12,gender,0.60546,0.60383,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,12,gender,0.59915,0.59357,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,12,star_sign,0.09016,0.08672,,0.08461,0.09576
Qwen/Qwen2.5-1.5B-Instruct,mm,12,star_sign,0.07361,0.03221,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,12,star_sign,0.08578,0.06664,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,12,star_sign,0.08867,0.06324,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,12,star_sign,0.08742,0.04515,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,12,star_sign,0.08341,0.0228,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,12,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,16,age_bin,0.58397,0.58831,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,16,age_bin,0.37304,0.31457,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,16,age_bin,0.63776,0.6421,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,16,age_bin,0.62182,0.62717,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,16,age_bin,0.57772,0.58391,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,16,age_bin,0.42987,0.36142,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,16,age_bin,0.33344,0.15903,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,16,gender,0.63635,0.63499,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,16,gender,0.53062,0.51343,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,16,gender,0.65476,0.65423,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,16,gender,0.64958,0.64882,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,16,gender,0.62056,0.61934,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,16,gender,0.59951,0.5964,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,16,gender,0.5913,0.58174,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,16,star_sign,0.08105,0.0796,,0.07578,0.08649
Qwen/Qwen2.5-1.5B-Instruct,mm,16,star_sign,0.07299,0.03205,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,16,star_sign,0.08445,0.06372,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,16,star_sign,0.08533,0.05913,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,16,star_sign,0.08269,0.04043,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,16,star_sign,0.08341,0.0228,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,16,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,20,age_bin,0.63311,0.63429,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,20,age_bin,0.42239,0.37469,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,20,age_bin,0.66375,0.66671,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,20,age_bin,0.65549,0.65858,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,20,age_bin,0.62562,0.62993,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,20,age_bin,0.49682,0.45862,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,20,age_bin,0.33344,0.15903,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,20,gender,0.65943,0.65771,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,20,gender,0.53716,0.52181,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,20,gender,0.67554,0.67486,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,20,gender,0.67151,0.67036,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,20,gender,0.6487,0.64693,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,20,gender,0.61251,0.61017,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,20,gender,0.6016,0.59595,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,20,star_sign,0.0874,0.08367,,0.08173,0.09323
Qwen/Qwen2.5-1.5B-Instruct,mm,20,star_sign,0.07229,0.03636,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,20,star_sign,0.08376,0.06553,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,20,star_sign,0.08543,0.06302,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,20,star_sign,0.08933,0.05199,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,20,star_sign,0.08351,0.02308,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,20,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,24,age_bin,0.64209,0.64206,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,24,age_bin,0.47815,0.44859,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,24,age_bin,0.6528,0.65494,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,24,age_bin,0.65363,0.65602,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,24,age_bin,0.64069,0.64431,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,24,age_bin,0.56087,0.55738,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,24,age_bin,0.37951,0.27166,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,24,gender,0.65996,0.65781,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,24,gender,0.57779,0.56116,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,24,gender,0.66826,0.66681,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,24,gender,0.66482,0.66302,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,24,gender,0.65198,0.64956,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,24,gender,0.63141,0.6294,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,24,gender,0.61737,0.6142,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,24,star_sign,0.07007,0.06889,,0.06486,0.07486
Qwen/Qwen2.5-1.5B-Instruct,mm,24,star_sign,0.07172,0.04977,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,24,star_sign,0.076,0.06559,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,24,star_sign,0.07593,0.06383,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,24,star_sign,0.08113,0.05948,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,24,star_sign,0.08636,0.03334,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,24,star_sign,0.08341,0.02339,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,28,age_bin,0.59384,0.58853,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,28,age_bin,0.48943,0.46971,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,28,age_bin,0.60865,0.60616,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,28,age_bin,0.60735,0.60487,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,28,age_bin,0.59814,0.59645,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,28,age_bin,0.55476,0.55572,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,28,age_bin,0.41275,0.37688,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,28,gender,0.65088,0.65111,,,
Qwen/Qwen2.5-1.5B-Instruct,mm,28,gender,0.59064,0.59051,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,28,gender,0.65344,0.65373,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,28,gender,0.65149,0.65174,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,28,gender,0.63958,0.63353,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,28,gender,0.61996,0.61429,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,28,gender,0.6062,0.6062,,,
Qwen/Qwen2.5-1.5B-Instruct,ema,28,star_sign,0.08099,0.0777,,0.07579,0.08632
Qwen/Qwen2.5-1.5B-Instruct,mm,28,star_sign,0.08594,0.08036,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.01,28,star_sign,0.07627,0.06396,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_0.1,28,star_sign,0.0759,0.06255,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_1.0,28,star_sign,0.08018,0.0604,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_10.0,28,star_sign,0.08656,0.04278,,,
Qwen/Qwen2.5-1.5B-Instruct,ridge_100.0,28,star_sign,0.08393,0.0317,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_0.01,all,age_bin,0.67266,0.6764,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_0.1,all,age_bin,0.66747,0.67111,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_1.0,all,age_bin,0.6467,0.6507,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_10.0,all,age_bin,0.58168,0.58468,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_100.0,all,age_bin,0.40876,0.31655,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_0.01,all,gender,0.68482,0.68373,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_0.1,all,gender,0.68126,0.68014,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_1.0,all,gender,0.66518,0.66386,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_10.0,all,gender,0.62487,0.6235,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_100.0,all,gender,0.60447,0.60225,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_0.01,all,star_sign,0.07964,0.06882,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_0.1,all,star_sign,0.08306,0.06946,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_1.0,all,star_sign,0.08831,0.06353,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_10.0,all,star_sign,0.08649,0.03793,,,
Qwen/Qwen2.5-1.5B-Instruct,multi_100.0,all,star_sign,0.08333,0.02264,,,
